id	offset_octets	longueur_octets	type	resume
test_runner.mocking.dates	1567402	6936	module	The mock timers API also allows the mocking of the Date object.
test_runner.snapshot_testing	1574338	2149	module	Snapshot tests allow arbitrary values to be serialized into string values and compared against a set of known good values.
test_runner.test_reporters	1576487	1526	module	The node:test module supports passing --test-reporter flags for the test runner to use a specific reporter.
test_runner.test_reporters.custom_reporters	1578013	5491	module	--test-reporter can be used to specify a path to custom reporter.
test_runner.test_reporters.multiple_reporters	1583504	1031	module	The --test-reporter flag can be specified multiple times to report test results in several formats.
test_runner.`assert`	1584535	648	module	An object whose methods are used to configure available assertions on the TestContext objects in the current process.
test_runner.`assert`.register	1585183	412	method	Defines a new assertion function with the provided name and function.
test_runner.`snapshot`	1585595	522	module	An object whose methods are used to configure default snapshot settings in the current process.
test_runner.`snapshot`.setDefaultSnapshotSerializers	1586117	763	method	This function is used to customize the default serialization mechanism used by the test runner.
test_runner.`snapshot`.setResolveSnapshotPath	1586880	543	method	This function is used to customize the location of the snapshot file used for snapshot testing.
test_runner.run	1587423	1177	method	Note: shard is used to horizontally parallelize test running across machines or processes, ideal for large-scale executions across varied environments.
test_runner.suite	1588600	311	method	The suite() function is imported from the node:test module.
test_runner.skip	1588911	316	method	Shorthand for skipping a suite.
test_runner.todo	1589227	330	method	Shorthand for marking a suite as TODO.
test_runner.only	1589557	330	method	Shorthand for marking a suite as only.
test_runner.test	1589887	1661	method	The test() function is the value imported from the test module.
test_runner.skip	1591548	345	method	Shorthand for skipping a test, same as test([name], { skip: true }[, fn]).
test_runner.todo	1591893	359	method	Shorthand for marking a test as TODO, same as test([name], { todo: true }[, fn]).
test_runner.only	1592252	359	method	Shorthand for marking a test as only, same as test([name], { only: true }[, fn]).
test_runner.describe	1592611	302	method	Alias for suite().
test_runner.skip	1592913	322	method	Shorthand for skipping a suite.
test_runner.todo	1593235	336	method	Shorthand for marking a suite as TODO.
test_runner.only	1593571	336	method	Shorthand for marking a suite as only.
test_runner.it	1593907	276	method	Alias for test().
test_runner.skip	1594183	339	method	Shorthand for skipping a test, same as it([name], { skip: true }[, fn]).
test_runner.todo	1594522	353	method	Shorthand for marking a test as TODO, same as it([name], { todo: true }[, fn]).
test_runner.only	1594875	353	method	Shorthand for marking a test as only, same as it([name], { only: true }[, fn]).
test_runner.before	1595228	497	method	This function creates a hook that runs before executing a suite.
test_runner.after	1595725	573	method	This function creates a hook that runs after executing a suite.
test_runner.beforeEach	1596298	536	method	This function creates a hook that runs before each test in the current suite.
test_runner.afterEach	1596834	587	method	This function creates a hook that runs after each test in the current suite.
timers	1597421	729	module	Source Code: lib/timers.js The timer module exposes a global API for scheduling functions to be called at some future period of time.
timers.Immediate	1598150	691	class	This object is created internally and is returned from setImmediate().
timers.Immediate.hasRef	1598841	328	method	If true, the Immediate object will keep the Node.js event loop active.
timers.Immediate.ref	1599169	590	method	When called, requests that the Node.js event loop not exit so long as the Immediate is active.
timers.Immediate.unref	1599759	581	method	When called, the active Immediate object will not require the Node.js event loop to remain active.
timers.Immediate.[Symbol.dispose]	1600340	306	method	Cancels the immediate.
timers.Timeout	1600646	780	class	This object is created internally and is returned from setTimeout() and setInterval().
timers.Timeout.close	1601426	221	method	Cancels the timeout.
timers.Timeout.hasRef	1601647	320	method	If true, the Timeout object will keep the Node.js event loop active.
timers.Timeout.ref	1601967	573	method	When called, requests that the Node.js event loop not exit so long as the Timeout is active.
timers.Timeout.refresh	1602540	686	method	Sets the timer's start time to the current time, and reschedules the timer to call its callback at the previously specified duration adjusted to the current time.
timers.Timeout.unref	1603226	569	method	When called, the active Timeout object will not require the Node.js event loop to remain active.
